4K频道,#genre#
CCTV-9纪录,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227434/index.m3u8
CCTV-9纪录,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227559/index.m3u8
CCTV-9纪录,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226173/index.m3u8
CCTV-10科教,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226184/index.m3u8
CCTV-10科教,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227440/index.m3u8
CCTV-10科教,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227562/index.m3u8
CCTV-10科教,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226194/index.m3u8
CCTV-10科教,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227678/index.m3u8
CCTV-11戏曲,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227443/index.m3u8
CCTV-11戏曲,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227537/index.m3u8
CCTV-11戏曲,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226193/index.m3u8
CCTV-12社会与法,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226183/index.m3u8
CCTV-12社会与法,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227540/index.m3u8
CCTV-12社会与法,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227543/index.m3u8
CCTV-12社会与法,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226192/index.m3u8
CCTV-12社会与法,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227599/index.m3u8
CCTV-13新闻,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227446/index.m3u8
CCTV-13新闻,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227449/index.m3u8
CCTV-13新闻,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226191/index.m3u8
CCTV-14少儿,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226182/index.m3u8
CCTV-14少儿,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227452/index.m3u8
CCTV-14少儿,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227546/index.m3u8
CCTV-14少儿,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226181/index.m3u8
CCTV-14少儿,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227681/index.m3u8
CCTV-15音乐,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227549/index.m3u8
CCTV-15音乐,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227565/index.m3u8
CCTV-15音乐,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226180/index.m3u8
CCTV-16奥林匹克,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227071/index.m3u8
CCTV-16奥林匹克,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227455/index.m3u8
CCTV-16奥林匹克,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227458/index.m3u8
CCTV-17农业农村,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226869/index.m3u8
CCTV-17农业农村,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227552/index.m3u8
CCTV-17农业农村,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227568/index.m3u8
CCTV-17农业农村,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226866/index.m3u8
CCTV-17农业农村,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227685/index.m3u8
CCTV兵器科技,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227647/index.m3u8
CCTV第一剧场,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227730/index.m3u8
CCTV电视指南,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227748/index.m3u8
CCTV风云剧场,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227736/index.m3u8
CCTV风云音乐,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227641/index.m3u8
CCTV风云足球,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227638/index.m3u8
CCTV高尔夫网球,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227715/index.m3u8
CCTV怀旧剧场,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227733/index.m3u8
CCTV女性时尚,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227742/index.m3u8
CCTV世界地理,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227739/index.m3u8
CCTV央视台球,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227711/index.m3u8
CCTV央视文化精品,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227644/index.m3u8
中央新影老故事,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227745/index.m3u8
CGTN,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226172/index.m3u8
CETV1,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227593/index.m3u8
CETV1,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226171/index.m3u8
CETV2,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226170/index.m3u8
CETV3,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226950/index.m3u8
CETV4,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226940/index.m3u8
CHC电影频道,#genre#
CHC动作电影,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227724/index.m3u8
CHC家庭影院,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227727/index.m3u8
CHC影迷电影,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227635/index.m3u8
省内频道,#genre#
辽宁卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226156/index.m3u8
辽宁卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226689/index.m3u8
辽宁卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227570/index.m3u8
辽宁卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227609/index.m3u8
辽宁卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227605/index.m3u8
辽宁卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226141/index.m3u8
辽宁北方,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227551/index.m3u8
辽宁北方,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227663/index.m3u8
辽宁都市,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227569/index.m3u8
辽宁都市,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227639/index.m3u8
辽宁公共,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227575/index.m3u8
辽宁公共,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227658/index.m3u8
辽宁教育青少,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227655/index.m3u8
辽宁教育青少,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227660/index.m3u8
辽宁经济,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227645/index.m3u8
辽宁经济,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227666/index.m3u8
辽宁生活,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227560/index.m3u8
辽宁生活,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227657/index.m3u8
辽宁体育休闲,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227642/index.m3u8
辽宁体育休闲,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227654/index.m3u8
辽宁宜佳购物,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227557/index.m3u8
辽宁宜佳购物,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227572/index.m3u8
辽宁影视剧,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227651/index.m3u8
辽宁影视剧,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227652/index.m3u8
沈阳新闻综合,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227563/index.m3u8
沈阳新闻综合,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227584/index.m3u8
阜新教育,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227662/index.m3u8
阜新新闻综合,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227717/index.m3u8
盘锦都市,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227659/index.m3u8
盘锦新闻综合,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227751/index.m3u8
卫视频道,#genre#
安多卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227561/index.m3u8
安徽卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227567/index.m3u8
安徽卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227634/index.m3u8
安徽卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227693/index.m3u8
安徽卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226196/index.m3u8
北京卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226195/index.m3u8
北京卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226666/index.m3u8
北京卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227473/index.m3u8
北京卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227616/index.m3u8
北京卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227688/index.m3u8
北京卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226185/index.m3u8
兵团卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227464/index.m3u8
重庆卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227580/index.m3u8
重庆卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227618/index.m3u8
重庆卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227614/index.m3u8
重庆卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226169/index.m3u8
东方卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227476/index.m3u8
东方卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226187/index.m3u8
东方卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226697/index.m3u8
东方卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227628/index.m3u8
东方卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227696/index.m3u8
东方卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226168/index.m3u8
东南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227467/index.m3u8
东南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227527/index.m3u8
东南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226186/index.m3u8
甘肃卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227470/index.m3u8
甘肃卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226166/index.m3u8
广东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226167/index.m3u8
广东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226686/index.m3u8
广东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227479/index.m3u8
广东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227524/index.m3u8
广东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227694/index.m3u8
广东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226165/index.m3u8
广西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227577/index.m3u8
广西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227625/index.m3u8
广西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226150/index.m3u8
贵州卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227564/index.m3u8
贵州卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226164/index.m3u8
海南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227601/index.m3u8
海南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226140/index.m3u8
河北卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227592/index.m3u8
河北卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227615/index.m3u8
河北卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226163/index.m3u8
河南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227595/index.m3u8
河南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227612/index.m3u8
河南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226146/index.m3u8
黑龙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227583/index.m3u8
黑龙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226145/index.m3u8
黑龙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227521/index.m3u8
黑龙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227702/index.m3u8
湖北卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227518/index.m3u8
湖北卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227586/index.m3u8
湖北卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227697/index.m3u8
湖北卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226162/index.m3u8
湖南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227589/index.m3u8
湖南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226144/index.m3u8
湖南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226669/index.m3u8
湖南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227515/index.m3u8
湖南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227687/index.m3u8
湖南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226161/index.m3u8
吉林卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227488/index.m3u8
吉林卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227512/index.m3u8
吉林卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226159/index.m3u8
江苏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227482/index.m3u8
江苏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226160/index.m3u8
江苏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226672/index.m3u8
江苏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227622/index.m3u8
江苏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227691/index.m3u8
江苏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226143/index.m3u8
江西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227598/index.m3u8
江西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227619/index.m3u8
江西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226142/index.m3u8
康巴卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227491/index.m3u8
内蒙古卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227585/index.m3u8
内蒙古卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226155/index.m3u8
宁夏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227494/index.m3u8
宁夏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226154/index.m3u8
农林卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227497/index.m3u8
青海卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227500/index.m3u8
青海卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226153/index.m3u8
三沙卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227610/index.m3u8
厦门卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227591/index.m3u8
山东教育卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227620/index.m3u8
山东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227509/index.m3u8
山东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227573/index.m3u8
山东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227608/index.m3u8
山东卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226138/index.m3u8
山西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227503/index.m3u8
山西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226137/index.m3u8
陕西卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227588/index.m3u8
深圳卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226136/index.m3u8
深圳卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227576/index.m3u8
深圳卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227606/index.m3u8
深圳卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227699/index.m3u8
深圳卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226152/index.m3u8
四川卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227579/index.m3u8
四川卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227603/index.m3u8
四川卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227611/index.m3u8
四川卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226139/index.m3u8
天津卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227582/index.m3u8
天津卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227600/index.m3u8
天津卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226135/index.m3u8
天津卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227684/index.m3u8
西藏卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227533/index.m3u8
西藏卫视(藏语),http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227506/index.m3u8
新疆卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227604/index.m3u8
新疆卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226151/index.m3u8
延边卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227607/index.m3u8
云南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227530/index.m3u8
云南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227536/index.m3u8
云南卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226148/index.m3u8
浙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227485/index.m3u8
浙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226134/index.m3u8
浙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226700/index.m3u8
浙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227631/index.m3u8
浙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227690/index.m3u8
浙江卫视,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226147/index.m3u8
晴彩频道,#genre#
睛彩广场舞,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227590/index.m3u8
睛彩竞技,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227670/index.m3u8
睛彩篮球,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227673/index.m3u8
睛彩青少,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227587/index.m3u8
数字频道,#genre#
金鹰纪实,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227700/index.m3u8
金鹰纪实,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227661/index.m3u8
金鹰卡通,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227648/index.m3u8
金鹰卡通,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227669/index.m3u8
金鹰卡通,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226158/index.m3u8
北京纪实科教,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227566/index.m3u8
北京纪实科教,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227617/index.m3u8
嘉佳卡通,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227672/index.m3u8
优漫卡通,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221227676/index.m3u8
优漫卡通,http://hwottcdn1.ln.chinamobile.com/PLTV/11/224/3221226149/index.m3u8
